ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height(cm),Weight(kg),Release Clause,Kit Number
236015,M. Gibbs-White,22,https://cdn.sofifa.net/players/236/015/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,75,83,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,12500000,55000,1957,Right,1.0,2.0,4.0,Medium/ Medium,Normal (170-185),CAM,,178,70,26300000,18.0
220876,F. Honorat,25,https://cdn.sofifa.net/players/220/876/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,77,78,Stade Brestois 29,https://cdn.sofifa.net/teams/378/30.png,12500000,24000,1957,Right,2.0,3.0,4.0,High/ Medium,Lean (170-185),LM,,180,70,25900000,9.0
183540,B. Bannan,32,https://cdn.sofifa.net/players/183/540/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,72,72,Sheffield Wednesday,https://cdn.sofifa.net/teams/1807/30.png,1800000,11000,1956,Left,1.0,2.0,3.0,Medium/ High,Normal (170-185),LCM,,169,61,3200000,10.0
245138,22 G. Galoppo,22,https://cdn.sofifa.net/players/245/138/22_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,72,82,Club Atlético Banfield,https://cdn.sofifa.net/teams/110404/30.png,5000000,10000,1956,Right,1.0,3.0,2.0,Medium/ Medium,Lean (170-185),LCM,,179,73,8500000,8.0
192667,A. Nyom,34,https://cdn.sofifa.net/players/192/667/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,74,74,CD Leganés,https://cdn.sofifa.net/teams/100888/30.png,1500000,11000,1955,Right,2.0,3.0,3.0,Medium/ Medium,Lean (185+),RM,,189,80,2300000,2.0
221467,Lee Chang Min,28,https://cdn.sofifa.net/players/221/467/23_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,72,72,Jeju United FC,https://cdn.sofifa.net/teams/1478/30.png,2300000,7000,1955,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),RCM,,179,77,2900000,8.0
235537,22 E. Sánchez,21,https://cdn.sofifa.net/players/235/537/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,71,80,Pachuca,https://cdn.sofifa.net/teams/110147/30.png,4200000,9000,1955,Right,1.0,3.0,2.0,High/ High,Normal (170-),RCM,,167,71,8000000,28.0
228645,L. Görtler,28,https://cdn.sofifa.net/players/228/645/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,73,73,FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/30.png,3000000,11000,1954,Right,1.0,3.0,3.0,High/ Medium,Normal (185+),RCM,,186,80,4400000,16.0
186197,G. Kakuta,31,https://cdn.sofifa.net/players/186/197/23_60.png,Congo DR,https://cdn.sofifa.net/flags/cd.png,76,76,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,6000000,30000,1954,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),CAM,,173,72,11400000,10.0
243282,D. McNeil,22,https://cdn.sofifa.net/players/243/282/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,81,Everton,https://cdn.sofifa.net/teams/7/30.png,11500000,33000,1954,Left,1.0,2.0,3.0,Medium/ High,Lean (170-185),LM,,183,70,22700000,7.0
252238,A. Velasco,19,https://cdn.sofifa.net/players/252/238/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,75,85,FC Dallas,https://cdn.sofifa.net/teams/695/30.png,12000000,5000,1954,Right,1.0,4.0,4.0,High/ Medium,Normal (170-),LM,,167,63,20400000,20.0
241004,F. Carballo,25,https://cdn.sofifa.net/players/241/004/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,73,78,Club Nacional de Football,https://cdn.sofifa.net/teams/111325/30.png,4400000,750,1953,Right,1.0,3.0,2.0,High/ Medium,Normal (170-185),LCM,,177,73,10000000,20.0
178250,P. Diop,36,https://cdn.sofifa.net/players/178/250/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,75,75,UD Ibiza,https://cdn.sofifa.net/teams/113981/30.png,1100000,6000,1953,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),RDM,,179,77,1700000,5.0
228092,S. Berge,24,https://cdn.sofifa.net/players/228/092/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,75,81,Sheffield United,https://cdn.sofifa.net/teams/1794/30.png,8000000,22000,1953,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),CDM,,195,96,16800000,8.0
228579,B. Henrichs,25,https://cdn.sofifa.net/players/228/579/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,77,80,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,13000000,41000,1953,Right,2.0,4.0,3.0,High/ Medium,Normal (185+),RM,,185,79,23100000,39.0
199572,C. Deac,36,https://cdn.sofifa.net/players/199/572/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,71,71,CFR Cluj,https://cdn.sofifa.net/teams/110816/30.png,600000,8000,1952,Left,1.0,4.0,3.0,High/ Medium,Normal (170-185),RCM,,177,74,840000,10.0
236368,G. Maggiore,24,https://cdn.sofifa.net/players/236/368/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,77,81,Spezia,https://cdn.sofifa.net/teams/110741/30.png,15000000,17000,1951,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),LCM,,184,69,28100000,25.0
205990,H. Reed,27,https://cdn.sofifa.net/players/205/990/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,75,77,Fulham,https://cdn.sofifa.net/teams/144/30.png,6000000,44000,1951,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),RDM,,175,72,11900000,6.0
178616,22 Adrián González,33,https://cdn.sofifa.net/players/178/616/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,68,68,CF Fuenlabrada,https://cdn.sofifa.net/teams/110065/30.png,750000,4000,1950,Left,1.0,3.0,3.0,Medium/ Low,Normal (170-185),CAM,,184,75,1200000,21.0
235163,M. Castagnetti,32,https://cdn.sofifa.net/players/235/163/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,72,72,US Cremonese,https://cdn.sofifa.net/teams/111434/30.png,1600000,9000,1950,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),RDM,,180,71,2900000,19.0
219755,U. Matić,32,https://cdn.sofifa.net/players/219/755/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,71,71,Abha Club,https://cdn.sofifa.net/teams/113058/30.png,1500000,9000,1949,Left,1.0,3.0,3.0,High/ High,Lean (170-185),RDM,,184,78,2500000,8.0
253473,S. Ricci,20,https://cdn.sofifa.net/players/253/473/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,74,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,8500000,23000,1949,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),RCM,,178,72,17000000,28.0
260599,A. Varela,20,https://cdn.sofifa.net/players/260/599/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,74,84,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,8500000,10000,1949,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),CDM,,177,73,13600000,33.0
165858,12 Tcheco,35,https://cdn.sofifa.net/players/165/858/12_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,72,72,Coritiba,https://cdn.sofifa.net/teams/111044/30.png,525000,4000,1949,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),LM,,180,74,0,11.0
194063,J. Greguš,31,https://cdn.sofifa.net/players/194/063/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,71,71,San Jose Earthquakes,https://cdn.sofifa.net/teams/111928/30.png,1300000,5000,1949,Right,1.0,4.0,3.0,Medium/ Medium,Normal (185+),LCM,,189,79,1900000,17.0
219792,B. Santamaria,27,https://cdn.sofifa.net/players/219/792/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,77,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,8500000,41000,1949,Right,2.0,2.0,3.0,Medium/ Medium,Lean (170-185),CDM,,183,73,16800000,8.0
185221,Luiz Gustavo,34,https://cdn.sofifa.net/players/185/221/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,75,75,Al Nassr,https://cdn.sofifa.net/teams/112139/30.png,1900000,32000,1949,Left,3.0,3.0,3.0,Medium/ High,Normal (185+),RCM,,187,78,3200000,22.0
199715,Vitolo,32,https://cdn.sofifa.net/players/199/715/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,77,77,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,8500000,47000,1948,Right,2.0,4.0,3.0,Medium/ Medium,Normal (185+),LM,Atlético de Madrid,185,79,0,7.0
177569,J. de Guzmán,34,https://cdn.sofifa.net/players/177/569/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,70,70,Sparta Rotterdam,https://cdn.sofifa.net/teams/100646/30.png,725000,7000,1948,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),LDM,,173,70,1100000,6.0
186801,22 C. Kouyaté,31,https://cdn.sofifa.net/players/186/801/22_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,77,77,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,7500000,48000,1948,Right,2.0,3.0,3.0,High/ High,Lean (185+),CDM,,189,83,14300000,8.0
245055,A. Moreno,23,https://cdn.sofifa.net/players/245/055/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,74,82,Racing Club,https://cdn.sofifa.net/teams/101085/30.png,9000000,13000,1948,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),CDM,,178,74,15300000,29.0
251182,Iago,25,https://cdn.sofifa.net/players/251/182/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,77,80,FC Augsburg,https://cdn.sofifa.net/teams/100409/30.png,13000000,25000,1947,Left,1.0,2.0,3.0,High/ Medium,Lean (170-185),LM,,181,67,24400000,22.0
209828,Carlinhos,28,https://cdn.sofifa.net/players/209/828/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,72,72,Portimonense SC,https://cdn.sofifa.net/teams/10031/30.png,2300000,7000,1947,Right,1.0,4.0,3.0,High/ Medium,Normal (170-185),RCM,,179,74,4800000,76.0
256287,F. Farías,19,https://cdn.sofifa.net/players/256/287/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,75,85,Club Atlético Colón,https://cdn.sofifa.net/teams/110406/30.png,12000000,9000,1946,Right,1.0,3.0,4.0,High/ Medium,Stocky (170-185),LM,,171,69,20400000,35.0
205970,J. Wallace,28,https://cdn.sofifa.net/players/205/970/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,75,75,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,5500000,34000,1946,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),RM,,178,70,10500000,17.0
208448,E. Forsberg,30,https://cdn.sofifa.net/players/208/448/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,81,81,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,25000000,62000,1946,Right,3.0,4.0,4.0,Medium/ Medium,Normal (170-185),LM,,177,76,42500000,10.0
232498,Isi,27,https://cdn.sofifa.net/players/232/498/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,77,77,Rayo Vallecano,https://cdn.sofifa.net/teams/480/30.png,11000000,22000,1945,Left,1.0,3.0,3.0,High/ Medium,Normal (170-),RM,,169,71,23100000,7.0
232080,J. Harrison,25,https://cdn.sofifa.net/players/232/080/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,77,80,Leeds United,https://cdn.sofifa.net/teams/8/30.png,14000000,38000,1945,Left,1.0,3.0,4.0,High/ High,Normal (170-185),RM,,175,70,27700000,11.0
229167,M. Rashica,26,https://cdn.sofifa.net/players/229/167/23_60.png,Kosovo,https://cdn.sofifa.net/flags/xk.png,74,75,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,5000000,37000,1945,Right,1.0,4.0,4.0,High/ Medium,Normal (170-185),RM,,177,73,9900000,7.0
258478,22 B. Zaynutdinov,23,https://cdn.sofifa.net/players/258/478/22_60.png,Kazakhstan,https://cdn.sofifa.net/flags/kz.png,70,76,PFC CSKA Moscow,https://cdn.sofifa.net/teams/315/30.png,2500000,19000,1945,Left,1.0,3.0,2.0,High/ Medium,Normal (185+),RM,,185,75,4500000,19.0
239744,M. Cuisance,22,https://cdn.sofifa.net/players/239/744/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,72,81,Venezia FC,https://cdn.sofifa.net/teams/205/30.png,5000000,4000,1945,Left,1.0,3.0,4.0,Medium/ Medium,Normal (170-185),LCM,,181,74,9000000,21.0
242336,Aguado,26,https://cdn.sofifa.net/players/242/336/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,78,Real Valladolid CF,https://cdn.sofifa.net/teams/462/30.png,7500000,22000,1943,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),LCM,,175,71,17100000,6.0
253306,M. Ugarte,21,https://cdn.sofifa.net/players/253/306/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,77,85,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,23500000,11000,1943,Right,1.0,3.0,3.0,High/ High,Normal (170-185),RCM,,182,77,51700000,15.0
262925,A. Zorgane,22,https://cdn.sofifa.net/players/262/925/23_60.png,Algeria,https://cdn.sofifa.net/flags/dz.png,72,79,Royal Charleroi S.C.,https://cdn.sofifa.net/teams/670/30.png,4700000,10000,1942,Right,1.0,5.0,3.0,High/ High,Normal (170-185),RCM,,184,81,8000000,6.0
252935,22 L. Fernández,22,https://cdn.sofifa.net/players/252/935/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,75,83,Deportivo Toluca,https://cdn.sofifa.net/teams/1882/30.png,12500000,18000,1942,Left,1.0,3.0,4.0,High/ Low,Normal (170-),RM,,166,66,23800000,10.0
226168,M. Eggestein,25,https://cdn.sofifa.net/players/226/168/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,75,76,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,6000000,22000,1941,Right,2.0,4.0,3.0,Medium/ Medium,Normal (170-185),RDM,,181,75,10700000,8.0
142754,21 J. Mascherano,36,https://cdn.sofifa.net/players/142/754/21_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,79,Estudiantes de La Plata,https://cdn.sofifa.net/teams/101083/30.png,3400000,15000,1941,Right,4.0,3.0,2.0,Low/ High,Normal (170-),LDM,,174,73,5100000,14.0
228827,J. Fuchs,24,https://cdn.sofifa.net/players/228/827/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,69,73,Peterborough United,https://cdn.sofifa.net/teams/1938/30.png,2000000,6000,1941,Right,1.0,3.0,2.0,Medium/ High,Normal (170-185),RCM,,176,70,3700000,7.0
259583,D. Udogie,19,https://cdn.sofifa.net/players/259/583/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,74,82,Udinese Calcio,https://cdn.sofifa.net/teams/55/30.png,8500000,8000,1941,Left,1.0,3.0,3.0,High/ High,Normal (185+),LM,,186,67,16200000,13.0
243887,T. Mohr,26,https://cdn.sofifa.net/players/243/887/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,73,73,FC Schalke 04,https://cdn.sofifa.net/teams/34/30.png,3300000,20000,1941,Left,1.0,4.0,3.0,High/ Medium,Lean (170-185),LM,,183,78,5900000,29.0
234894,E. Bohinen,23,https://cdn.sofifa.net/players/234/894/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,72,79,US Salernitana 1919,https://cdn.sofifa.net/teams/110373/30.png,4700000,16000,1940,Left,1.0,3.0,3.0,Medium/ Medium,Lean (185+),CDM,,189,81,9400000,8.0
235794,E. Eze,24,https://cdn.sofifa.net/players/235/794/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,81,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,11500000,42000,1939,Right,1.0,3.0,4.0,Medium/ Medium,Lean (170-185),CAM,,178,67,22700000,10.0
232999,T. Adams,23,https://cdn.sofifa.net/players/232/999/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,76,80,Leeds United,https://cdn.sofifa.net/teams/8/30.png,10000000,29000,1938,Right,2.0,3.0,3.0,High/ High,Normal (170-185),RDM,,175,72,19800000,12.0
183422,J. Howson,34,https://cdn.sofifa.net/players/183/422/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,71,71,Middlesbrough,https://cdn.sofifa.net/teams/12/30.png,650000,17000,1938,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),CDM,,180,77,1200000,16.0
228813,Aleix García,25,https://cdn.sofifa.net/players/228/813/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,73,77,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,4200000,20000,1937,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),CDM,,173,68,9600000,14.0
232883,G. Shibasaki,30,https://cdn.sofifa.net/players/232/883/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,69,69,CD Leganés,https://cdn.sofifa.net/teams/100888/30.png,1200000,6000,1937,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),LDM,,174,68,1900000,8.0
237223,J. Gressel,28,https://cdn.sofifa.net/players/237/223/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,73,73,Vancouver Whitecaps FC,https://cdn.sofifa.net/teams/101112/30.png,3100000,8000,1936,Right,1.0,4.0,3.0,High/ Medium,Normal (185+),RM,,185,84,4700000,19.0
201887,D. Johnson,29,https://cdn.sofifa.net/players/201/887/23_60.png,Jamaica,https://cdn.sofifa.net/flags/jm.png,72,72,Preston North End,https://cdn.sofifa.net/teams/1801/30.png,2300000,26000,1936,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),LCM,,174,67,4400000,10.0
217242,Y. Kubo,28,https://cdn.sofifa.net/players/217/242/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,68,68,FC Cincinnati,https://cdn.sofifa.net/teams/113149/30.png,1200000,4000,1936,Right,1.0,4.0,4.0,Medium/ Medium,Normal (170-185),LCM,,178,73,1700000,7.0
184716,J. Allen,32,https://cdn.sofifa.net/players/184/716/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,71,71,Swansea City,https://cdn.sofifa.net/teams/1960/30.png,1200000,17000,1935,Right,1.0,2.0,3.0,Medium/ High,Lean (170-),CDM,,168,62,2300000,7.0
259564,22 J. Montecinos,25,https://cdn.sofifa.net/players/259/564/22_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,73,74,Club Tijuana,https://cdn.sofifa.net/teams/111678/30.png,3600000,19000,1935,Right,1.0,4.0,3.0,High/ Medium,Normal (170-),LM,,170,69,6400000,10.0
207554,V. Claesson,30,https://cdn.sofifa.net/players/207/554/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,75,75,F.C. København,https://cdn.sofifa.net/teams/819/30.png,5500000,22000,1935,Right,1.0,3.0,3.0,High/ High,Normal (170-185),LM,,183,79,7200000,7.0
247827,M. Olise,20,https://cdn.sofifa.net/players/247/827/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,86,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,16500000,40000,1935,Left,1.0,2.0,4.0,Medium/ Medium,Lean (170-185),RM,,178,68,34700000,7.0
188942,V. Wanyama,31,https://cdn.sofifa.net/players/188/942/23_60.png,Kenya,https://cdn.sofifa.net/flags/ke.png,75,75,Club de Foot Montréal,https://cdn.sofifa.net/teams/111139/30.png,3900000,8000,1934,Right,2.0,3.0,2.0,Low/ Medium,Normal (185+),LCM,,188,79,5700000,2.0
230107,L. Coulibaly,26,https://cdn.sofifa.net/players/230/107/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,73,76,US Salernitana 1919,https://cdn.sofifa.net/teams/110373/30.png,3600000,20000,1934,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),RCM,,183,77,6800000,18.0
252802,W. Singo,21,https://cdn.sofifa.net/players/252/802/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,76,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,16000000,26000,1934,Right,1.0,2.0,2.0,Medium/ Low,Stocky (185+),RM,,190,79,32000000,17.0
204709,D. Rubio,29,https://cdn.sofifa.net/players/204/709/23_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,72,72,Colorado Rapids,https://cdn.sofifa.net/teams/694/30.png,2300000,8000,1934,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),LCM,,180,77,3300000,11.0
236288,I. Mathew,25,https://cdn.sofifa.net/players/236/288/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,68,71,Lillestrøm SK,https://cdn.sofifa.net/teams/299/30.png,1600000,2000,1933,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),LCM,,173,70,2100000,8.0
255934,J. Onana,22,https://cdn.sofifa.net/players/255/934/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,73,80,FC Girondins de Bordeaux,https://cdn.sofifa.net/teams/59/30.png,6000000,7000,1932,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),RCM,,187,90,12000000,8.0
242069,22 J. Sierra,24,https://cdn.sofifa.net/players/242/069/22_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,71,74,Deportivo Toluca,https://cdn.sofifa.net/teams/1882/30.png,2500000,12000,1931,Right,1.0,4.0,3.0,Medium/ Medium,Lean (170-),RCM,,169,67,4400000,15.0
148403,Luíz Carlos,36,https://cdn.sofifa.net/players/148/403/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,71,71,FC Paços de Ferreira,https://cdn.sofifa.net/teams/1892/30.png,600000,6000,1931,Right,1.0,3.0,3.0,Medium/ High,Normal (170-185),RCM,,175,65,1300000,22.0
242204,C. Kouan Oulaï,22,https://cdn.sofifa.net/players/242/204/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,67,75,Perugia,https://cdn.sofifa.net/teams/199/30.png,2300000,2000,1931,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),LCM,,178,74,4000000,28.0
222716,22 Everton,25,https://cdn.sofifa.net/players/222/716/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,80,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,21000000,16000,1931,Right,1.0,3.0,4.0,High/ Low,Normal (170-185),LM,,174,72,43600000,7.0
247361,B. Aaronson,21,https://cdn.sofifa.net/players/247/361/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,74,81,Leeds United,https://cdn.sofifa.net/teams/8/30.png,8500000,24000,1930,Right,1.0,3.0,3.0,High/ High,Lean (170-185),CAM,,176,66,17900000,7.0
158144,Salva Sevilla,38,https://cdn.sofifa.net/players/158/144/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,75,75,Deportivo Alavés,https://cdn.sofifa.net/teams/463/30.png,1100000,8000,1930,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),CDM,,178,71,1800000,8.0
225174,D. Louiserre,27,https://cdn.sofifa.net/players/225/174/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,69,71,En Avant de Guingamp,https://cdn.sofifa.net/teams/62/30.png,1500000,4000,1930,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),RCM,,172,63,2700000,4.0
234948,L. Amani,24,https://cdn.sofifa.net/players/234/948/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,70,74,Royale Union Saint-Gilloise,https://cdn.sofifa.net/teams/2014/30.png,2300000,8000,1929,Right,1.0,4.0,3.0,High/ High,Lean (170-185),RCM,,172,64,3600000,8.0
225071,B. Whiteman,26,https://cdn.sofifa.net/players/225/071/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,71,74,Preston North End,https://cdn.sofifa.net/teams/1801/30.png,2400000,22000,1928,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),CDM,,185,68,4700000,4.0
211378,J. Irvine,29,https://cdn.sofifa.net/players/211/378/23_60.png,Australia,https://cdn.sofifa.net/flags/au.png,70,70,FC St. Pauli,https://cdn.sofifa.net/teams/110329/30.png,1600000,11000,1928,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),LDM,,189,70,2600000,22.0
212118,M. Grimes,26,https://cdn.sofifa.net/players/212/118/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,73,74,Swansea City,https://cdn.sofifa.net/teams/1960/30.png,3600000,23000,1928,Left,1.0,5.0,3.0,Medium/ High,Lean (170-185),LCM,,179,70,7100000,8.0
255882,F. Díaz,19,https://cdn.sofifa.net/players/255/882/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,72,83,Liverpool Fútbol Club,https://cdn.sofifa.net/teams/111326/30.png,4800000,500,1928,Right,1.0,3.0,2.0,Medium/ High,Lean (170-185),CDM,,176,69,11300000,29.0
256692,M. Name,27,https://cdn.sofifa.net/players/256/692/23_60.png,Senegal,https://cdn.sofifa.net/flags/sn.png,71,74,Paris FC,https://cdn.sofifa.net/teams/111817/30.png,2200000,7000,1928,Right,1.0,4.0,2.0,High/ High,Lean (170-185),CAM,,183,73,4099999,5.0
211108,22 Fei Nanduo,28,https://cdn.sofifa.net/players/211/108/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,77,77,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,10500000,26000,1928,Left,1.0,3.0,4.0,High/ Low,Lean (170-185),RM,,174,65,16300000,19.0
244895,A. Yusuf,21,https://cdn.sofifa.net/players/244/895/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,70,77,Royal Antwerp FC,https://cdn.sofifa.net/teams/230/30.png,3200000,9000,1927,Right,1.0,3.0,3.0,High/ High,Lean (170-185),CDM,,173,66,5400000,8.0
189725,T. Cleverley,32,https://cdn.sofifa.net/players/189/725/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,73,73,Watford,https://cdn.sofifa.net/teams/1795/30.png,2400000,34000,1927,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),RCM,,175,67,4600000,8.0
139068,Nani,35,https://cdn.sofifa.net/players/139/068/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,77,77,Melbourne Victory,https://cdn.sofifa.net/teams/111397/30.png,4300000,9000,1927,Right,4.0,5.0,4.0,High/ Medium,Lean (170-185),RM,,177,72,5400000,17.0
240992,N. Estévez,26,https://cdn.sofifa.net/players/240/992/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,69,71,Parma,https://cdn.sofifa.net/teams/50/30.png,1700000,3000,1927,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),LDM,,181,77,2800000,8.0
228312,R. Lod,29,https://cdn.sofifa.net/players/228/312/23_60.png,Finland,https://cdn.sofifa.net/flags/fi.png,73,73,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,3000000,8000,1926,Left,1.0,4.0,3.0,Medium/ Low,Stocky (170-185),RCM,,181,82,4500000,8.0
210930,Carles Gil,29,https://cdn.sofifa.net/players/210/930/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,80,80,New England Revolution,https://cdn.sofifa.net/teams/691/30.png,20500000,13000,1926,Left,2.0,4.0,4.0,High/ Medium,Normal (170-),CAM,,170,65,30800000,10.0
